Name,County,station,date,cnt_entries,cnt_exits
MacArthur,Alameda,MCAR,2020-11-12,1296,1286
MacArthur,Alameda,MCAR,2020-11-13,1190,1191
MacArthur,Alameda,MCAR,2020-11-14,731,704
MacArthur,Alameda,MCAR,2020-11-15,525,515
MacArthur,Alameda,MCAR,2020-11-16,1214,1216
MacArthur,Alameda,MCAR,2020-11-17,1141,1161
MacArthur,Alameda,MCAR,2020-11-18,1164,1183
MacArthur,Alameda,MCAR,2020-11-19,1190,1187
MacArthur,Alameda,MCAR,2020-11-20,1193,1217
MacArthur,Alameda,MCAR,2020-11-21,718,646
MacArthur,Alameda,MCAR,2020-11-22,537,526
MacArthur,Alameda,MCAR,2020-11-23,1101,1145
MacArthur,Alameda,MCAR,2020-11-24,1195,1161
MacArthur,Alameda,MCAR,2020-11-25,1094,1105
MacArthur,Alameda,MCAR,2020-11-26,328,321
MacArthur,Alameda,MCAR,2020-11-27,728,720
MacArthur,Alameda,MCAR,2020-11-28,566,609
MacArthur,Alameda,MCAR,2020-11-29,472,477
MacArthur,Alameda,MCAR,2020-11-30,1115,1148
MacArthur,Alameda,MCAR,2020-12-01,1174,1188
MacArthur,Alameda,MCAR,2020-12-02,1228,1200
MacArthur,Alameda,MCAR,2020-12-03,1265,1252
MacArthur,Alameda,MCAR,2020-12-04,1191,1205
MacArthur,Alameda,MCAR,2020-12-05,715,657
MacArthur,Alameda,MCAR,2020-12-06,454,474
MacArthur,Alameda,MCAR,2020-12-07,1082,1065
MacArthur,Alameda,MCAR,2020-12-08,1057,1081
MacArthur,Alameda,MCAR,2020-12-09,1065,1107
MacArthur,Alameda,MCAR,2020-12-10,1061,1074
MacArthur,Alameda,MCAR,2020-12-11,1090,1072
MacArthur,Alameda,MCAR,2020-12-12,541,563
MacArthur,Alameda,MCAR,2020-12-13,341,343
MacArthur,Alameda,MCAR,2020-12-14,1033,1014
MacArthur,Alameda,MCAR,2020-12-15,1063,1082
MacArthur,Alameda,MCAR,2020-12-16,1032,1074
MacArthur,Alameda,MCAR,2020-12-17,1053,1071
MacArthur,Alameda,MCAR,2020-12-18,1032,1020
MacArthur,Alameda,MCAR,2020-12-19,543,558
MacArthur,Alameda,MCAR,2020-12-20,453,436
MacArthur,Alameda,MCAR,2020-12-21,959,962
MacArthur,Alameda,MCAR,2020-12-22,1021,997
MacArthur,Alameda,MCAR,2020-12-23,988,992
MacArthur,Alameda,MCAR,2020-12-24,657,615
MacArthur,Alameda,MCAR,2020-12-25,189,182
MacArthur,Alameda,MCAR,2020-12-26,440,466
MacArthur,Alameda,MCAR,2020-12-27,363,376
MacArthur,Alameda,MCAR,2020-12-28,887,853
MacArthur,Alameda,MCAR,2020-12-29,927,919
MacArthur,Alameda,MCAR,2020-12-30,967,904
MacArthur,Alameda,MCAR,2020-12-31,769,775
MacArthur,Alameda,MCAR,2021-01-01,347,370
MacArthur,Alameda,MCAR,2021-01-02,456,443
MacArthur,Alameda,MCAR,2021-01-03,367,366
MacArthur,Alameda,MCAR,2021-01-04,875,894
MacArthur,Alameda,MCAR,2021-01-05,1015,1064
MacArthur,Alameda,MCAR,2021-01-06,960,1002
MacArthur,Alameda,MCAR,2021-01-07,1045,1061
MacArthur,Alameda,MCAR,2021-01-08,988,1043
MacArthur,Alameda,MCAR,2021-01-09,593,552
MacArthur,Alameda,MCAR,2021-01-10,416,421
MacArthur,Alameda,MCAR,2021-01-11,999,985
MacArthur,Alameda,MCAR,2021-01-12,1039,1048
MacArthur,Alameda,MCAR,2021-01-13,1063,1044
MacArthur,Alameda,MCAR,2021-01-14,1092,1098
MacArthur,Alameda,MCAR,2021-01-15,976,1021
MacArthur,Alameda,MCAR,2021-01-16,548,545
MacArthur,Alameda,MCAR,2021-01-17,435,414
MacArthur,Alameda,MCAR,2021-01-18,568,570
MacArthur,Alameda,MCAR,2021-01-19,1021,995
MacArthur,Alameda,MCAR,2021-01-20,970,974
MacArthur,Alameda,MCAR,2021-01-21,1080,1071
MacArthur,Alameda,MCAR,2021-01-22,1013,1040
MacArthur,Alameda,MCAR,2021-01-23,554,559
MacArthur,Alameda,MCAR,2021-01-24,328,351
MacArthur,Alameda,MCAR,2021-01-25,1014,1044
MacArthur,Alameda,MCAR,2021-01-26,1003,1016
MacArthur,Alameda,MCAR,2021-01-27,945,976
MacArthur,Alameda,MCAR,2021-01-28,970,925
MacArthur,Alameda,MCAR,2021-01-29,1062,1086
MacArthur,Alameda,MCAR,2021-01-30,568,562
MacArthur,Alameda,MCAR,2021-01-31,467,433
MacArthur,Alameda,MCAR,2021-02-01,1020,1050
MacArthur,Alameda,MCAR,2021-02-02,1085,1083
MacArthur,Alameda,MCAR,2021-02-03,1119,1099
MacArthur,Alameda,MCAR,2021-02-04,1089,1107
MacArthur,Alameda,MCAR,2021-02-05,1128,1175
MacArthur,Alameda,MCAR,2021-02-06,648,660
MacArthur,Alameda,MCAR,2021-02-07,500,474
MacArthur,Alameda,MCAR,2021-02-08,1073,1046
MacArthur,Alameda,MCAR,2021-02-09,1124,1126
MacArthur,Alameda,MCAR,2021-02-10,1173,1146
MacArthur,Alameda,MCAR,2021-02-11,1115,1075
MacArthur,Alameda,MCAR,2021-02-12,1145,1171
MacArthur,Alameda,MCAR,2021-02-13,620,610
MacArthur,Alameda,MCAR,2021-02-14,446,435
MacArthur,Alameda,MCAR,2021-02-15,488,515
MacArthur,Alameda,MCAR,2021-02-16,1108,1127
MacArthur,Alameda,MCAR,2021-02-17,1101,1086
MacArthur,Alameda,MCAR,2021-02-18,1161,1165
MacArthur,Alameda,MCAR,2021-02-19,1107,1094
MacArthur,Alameda,MCAR,2021-02-20,673,637
MacArthur,Alameda,MCAR,2021-02-21,497,511
MacArthur,Alameda,MCAR,2021-02-22,1146,1153
MacArthur,Alameda,MCAR,2021-02-23,1222,1213
MacArthur,Alameda,MCAR,2021-02-24,1175,1178
MacArthur,Alameda,MCAR,2021-02-25,1214,1153
MacArthur,Alameda,MCAR,2021-02-26,1185,1218
MacArthur,Alameda,MCAR,2021-02-27,729,727
MacArthur,Alameda,MCAR,2021-02-28,547,525
MacArthur,Alameda,MCAR,2021-03-01,1138,1159
MacArthur,Alameda,MCAR,2021-03-02,1203,1207
MacArthur,Alameda,MCAR,2021-03-03,1282,1240
MacArthur,Alameda,MCAR,2021-03-04,1262,1271
MacArthur,Alameda,MCAR,2021-03-05,1177,1214
MacArthur,Alameda,MCAR,2021-03-06,674,690
MacArthur,Alameda,MCAR,2021-03-07,548,554
MacArthur,Alameda,MCAR,2021-03-08,1130,1089
MacArthur,Alameda,MCAR,2021-03-09,1150,1135
MacArthur,Alameda,MCAR,2021-03-10,1134,1140
MacArthur,Alameda,MCAR,2021-03-11,1238,1184
MacArthur,Alameda,MCAR,2021-03-12,1224,1226
MacArthur,Alameda,MCAR,2021-03-13,694,720
MacArthur,Alameda,MCAR,2021-03-14,488,475
MacArthur,Alameda,MCAR,2021-03-15,1091,1095
MacArthur,Alameda,MCAR,2021-03-16,1118,1185
MacArthur,Alameda,MCAR,2021-03-17,1167,1150
MacArthur,Alameda,MCAR,2021-03-18,1070,1097
MacArthur,Alameda,MCAR,2021-03-19,1174,1195
MacArthur,Alameda,MCAR,2021-03-20,702,977
MacArthur,Alameda,MCAR,2021-03-21,525,535
MacArthur,Alameda,MCAR,2021-03-22,1106,1165
MacArthur,Alameda,MCAR,2021-03-23,1177,1236
MacArthur,Alameda,MCAR,2021-03-24,1244,1244
MacArthur,Alameda,MCAR,2021-03-25,1226,1208
MacArthur,Alameda,MCAR,2021-03-26,1276,1321
MacArthur,Alameda,MCAR,2021-03-27,752,733
MacArthur,Alameda,MCAR,2021-03-28,537,587
MacArthur,Alameda,MCAR,2021-03-29,1128,1148
MacArthur,Alameda,MCAR,2021-03-30,1237,1270
MacArthur,Alameda,MCAR,2021-03-31,1273,1271
MacArthur,Alameda,MCAR,2021-04-01,1379,1366
MacArthur,Alameda,MCAR,2021-04-02,1405,1439
MacArthur,Alameda,MCAR,2021-04-03,890,837
MacArthur,Alameda,MCAR,2021-04-04,535,533
MacArthur,Alameda,MCAR,2021-04-05,1231,1281
MacArthur,Alameda,MCAR,2021-04-06,1269,1310
MacArthur,Alameda,MCAR,2021-04-07,1337,1337
MacArthur,Alameda,MCAR,2021-04-08,1312,1299
MacArthur,Alameda,MCAR,2021-04-09,1375,1456
MacArthur,Alameda,MCAR,2021-04-10,814,821
MacArthur,Alameda,MCAR,2021-04-11,611,565
MacArthur,Alameda,MCAR,2021-04-12,1212,1230
MacArthur,Alameda,MCAR,2021-04-13,1307,1282
MacArthur,Alameda,MCAR,2021-04-14,1346,1356
MacArthur,Alameda,MCAR,2021-04-15,1385,1418
MacArthur,Alameda,MCAR,2021-04-16,1404,1451
MacArthur,Alameda,MCAR,2021-04-17,958,929
MacArthur,Alameda,MCAR,2021-04-18,642,658
MacArthur,Alameda,MCAR,2021-04-19,1197,1315
MacArthur,Alameda,MCAR,2021-04-20,1346,1383
MacArthur,Alameda,MCAR,2021-04-21,1362,1369
MacArthur,Alameda,MCAR,2021-04-22,1413,1428
MacArthur,Alameda,MCAR,2021-04-23,1391,1399
MacArthur,Alameda,MCAR,2021-04-24,837,846
MacArthur,Alameda,MCAR,2021-04-25,496,472
MacArthur,Alameda,MCAR,2021-04-26,1313,1315
MacArthur,Alameda,MCAR,2021-04-27,1326,1355
MacArthur,Alameda,MCAR,2021-04-28,1381,1406
MacArthur,Alameda,MCAR,2021-04-29,1452,1455
MacArthur,Alameda,MCAR,2021-04-30,1492,1458
MacArthur,Alameda,MCAR,2021-05-01,994,920
MacArthur,Alameda,MCAR,2021-05-02,655,659
MacArthur,Alameda,MCAR,2021-05-03,1415,1404
MacArthur,Alameda,MCAR,2021-05-04,1470,1427
MacArthur,Alameda,MCAR,2021-05-05,1527,1489
MacArthur,Alameda,MCAR,2021-05-06,1562,1525
MacArthur,Alameda,MCAR,2021-05-07,1571,1558
MacArthur,Alameda,MCAR,2021-05-08,1029,909
MacArthur,Alameda,MCAR,2021-05-09,698,672
MacArthur,Alameda,MCAR,2021-05-10,1360,1382
MacArthur,Alameda,MCAR,2021-05-11,1505,1496
MacArthur,Alameda,MCAR,2021-05-12,1546,1497
MacArthur,Alameda,MCAR,2021-05-13,1525,1499
MacArthur,Alameda,MCAR,2021-05-14,1576,1510
MacArthur,Alameda,MCAR,2021-05-15,1066,1025
MacArthur,Alameda,MCAR,2021-05-16,662,642
MacArthur,Alameda,MCAR,2021-05-17,1395,1410
MacArthur,Alameda,MCAR,2021-05-18,1666,1658
MacArthur,Alameda,MCAR,2021-05-19,1608,1581
MacArthur,Alameda,MCAR,2021-05-20,1629,1623
MacArthur,Alameda,MCAR,2021-05-21,1709,1600
MacArthur,Alameda,MCAR,2021-05-22,1163,1087
MacArthur,Alameda,MCAR,2021-05-23,731,739
MacArthur,Alameda,MCAR,2021-05-24,1497,1438
MacArthur,Alameda,MCAR,2021-05-25,1611,1537
MacArthur,Alameda,MCAR,2021-05-26,1622,1607
MacArthur,Alameda,MCAR,2021-05-27,1710,1650
MacArthur,Alameda,MCAR,2021-05-28,1716,1609
MacArthur,Alameda,MCAR,2021-05-29,981,976
MacArthur,Alameda,MCAR,2021-05-30,800,836
MacArthur,Alameda,MCAR,2021-05-31,792,778
MacArthur,Alameda,MCAR,2021-06-01,1596,1550
MacArthur,Alameda,MCAR,2021-06-02,1741,1721
MacArthur,Alameda,MCAR,2021-06-03,1798,1734
MacArthur,Alameda,MCAR,2021-06-04,1836,1697
MacArthur,Alameda,MCAR,2021-06-05,1129,1002
MacArthur,Alameda,MCAR,2021-06-06,762,783
MacArthur,Alameda,MCAR,2021-06-07,1649,1593
MacArthur,Alameda,MCAR,2021-06-08,1764,1708
MacArthur,Alameda,MCAR,2021-06-09,1814,1719
MacArthur,Alameda,MCAR,2021-06-10,1862,1829
MacArthur,Alameda,MCAR,2021-06-11,2073,1870
MacArthur,Alameda,MCAR,2021-06-12,1212,1119
MacArthur,Alameda,MCAR,2021-06-13,817,812
MacArthur,Alameda,MCAR,2021-06-14,1746,1629
MacArthur,Alameda,MCAR,2021-06-15,1879,1788
MacArthur,Alameda,MCAR,2021-06-16,1936,1817
MacArthur,Alameda,MCAR,2021-06-17,1980,1863
MacArthur,Alameda,MCAR,2021-06-18,1899,1819
MacArthur,Alameda,MCAR,2021-06-19,1204,1110
MacArthur,Alameda,MCAR,2021-06-20,897,857
MacArthur,Alameda,MCAR,2021-06-21,1746,1702
MacArthur,Alameda,MCAR,2021-06-22,1933,1866
MacArthur,Alameda,MCAR,2021-06-23,2003,1875
MacArthur,Alameda,MCAR,2021-06-24,2014,1947
MacArthur,Alameda,MCAR,2021-06-25,2096,1952
MacArthur,Alameda,MCAR,2021-06-26,1497,1232
MacArthur,Alameda,MCAR,2021-06-27,1056,1008
MacArthur,Alameda,MCAR,2021-06-28,1734,1710
MacArthur,Alameda,MCAR,2021-06-29,1912,1838
MacArthur,Alameda,MCAR,2021-06-30,2051,1912
MacArthur,Alameda,MCAR,2021-07-01,2061,2002
MacArthur,Alameda,MCAR,2021-07-02,1967,1868
MacArthur,Alameda,MCAR,2021-07-03,1253,1231
MacArthur,Alameda,MCAR,2021-07-04,927,884
MacArthur,Alameda,MCAR,2021-07-05,923,979
MacArthur,Alameda,MCAR,2021-07-06,1920,1887
MacArthur,Alameda,MCAR,2021-07-07,1975,1989
MacArthur,Alameda,MCAR,2021-07-08,2108,2066
MacArthur,Alameda,MCAR,2021-07-09,2119,2025
MacArthur,Alameda,MCAR,2021-07-10,1280,1194
MacArthur,Alameda,MCAR,2021-07-11,966,943
MacArthur,Alameda,MCAR,2021-07-12,1863,1822
MacArthur,Alameda,MCAR,2021-07-13,2007,1974
MacArthur,Alameda,MCAR,2021-07-14,2068,2003
MacArthur,Alameda,MCAR,2021-07-15,2132,2028
MacArthur,Alameda,MCAR,2021-07-16,2168,2059
MacArthur,Alameda,MCAR,2021-07-17,1365,1279
MacArthur,Alameda,MCAR,2021-07-18,906,872
MacArthur,Alameda,MCAR,2021-07-19,1957,1844
MacArthur,Alameda,MCAR,2021-07-20,2124,2076
MacArthur,Alameda,MCAR,2021-07-21,2110,2013
MacArthur,Alameda,MCAR,2021-07-22,2153,2085
MacArthur,Alameda,MCAR,2021-07-23,2063,2031
MacArthur,Alameda,MCAR,2021-07-24,1301,1273
MacArthur,Alameda,MCAR,2021-07-25,1037,990
MacArthur,Alameda,MCAR,2021-07-26,1897,1876
MacArthur,Alameda,MCAR,2021-07-27,2065,2133
MacArthur,Alameda,MCAR,2021-07-28,2143,2098
MacArthur,Alameda,MCAR,2021-07-29,2064,2009
MacArthur,Alameda,MCAR,2021-07-30,2031,2002
MacArthur,Alameda,MCAR,2021-07-31,1202,1104
MacArthur,Alameda,MCAR,2021-08-01,908,932
MacArthur,Alameda,MCAR,2021-08-02,1865,1831
MacArthur,Alameda,MCAR,2021-08-03,2036,2048
MacArthur,Alameda,MCAR,2021-08-04,2089,2053
MacArthur,Alameda,MCAR,2021-08-05,2071,2090
MacArthur,Alameda,MCAR,2021-08-06,2202,2154
MacArthur,Alameda,MCAR,2021-08-07,1329,1325
MacArthur,Alameda,MCAR,2021-08-08,948,1001
MacArthur,Alameda,MCAR,2021-08-09,1950,1940
MacArthur,Alameda,MCAR,2021-08-10,2065,2060
MacArthur,Alameda,MCAR,2021-08-11,2173,2116
MacArthur,Alameda,MCAR,2021-08-12,2241,2142
MacArthur,Alameda,MCAR,2021-08-13,2425,2257
MacArthur,Alameda,MCAR,2021-08-14,1487,1308
MacArthur,Alameda,MCAR,2021-08-15,994,1030
MacArthur,Alameda,MCAR,2021-08-16,2105,2071
MacArthur,Alameda,MCAR,2021-08-17,2281,2248
MacArthur,Alameda,MCAR,2021-08-18,2296,2294
MacArthur,Alameda,MCAR,2021-08-19,2441,2339
MacArthur,Alameda,MCAR,2021-08-20,2389,2289
MacArthur,Alameda,MCAR,2021-08-21,1455,1362
MacArthur,Alameda,MCAR,2021-08-22,1095,1069
MacArthur,Alameda,MCAR,2021-08-23,2134,2174
MacArthur,Alameda,MCAR,2021-08-24,2344,2300
MacArthur,Alameda,MCAR,2021-08-25,2307,2282
MacArthur,Alameda,MCAR,2021-08-26,2476,2390
MacArthur,Alameda,MCAR,2021-08-27,2554,2408
MacArthur,Alameda,MCAR,2021-08-28,1463,1427
MacArthur,Alameda,MCAR,2021-08-29,1040,1061
MacArthur,Alameda,MCAR,2021-08-30,2186,2201
MacArthur,Alameda,MCAR,2021-08-31,2416,2387
MacArthur,Alameda,MCAR,2021-09-01,2492,2433
MacArthur,Alameda,MCAR,2021-09-02,2477,2362
MacArthur,Alameda,MCAR,2021-09-03,2364,2267
MacArthur,Alameda,MCAR,2021-09-04,1489,1454
MacArthur,Alameda,MCAR,2021-09-05,1247,1159
MacArthur,Alameda,MCAR,2021-09-06,986,1008
MacArthur,Alameda,MCAR,2021-09-07,2404,2366
MacArthur,Alameda,MCAR,2021-09-08,2518,2495
MacArthur,Alameda,MCAR,2021-09-09,2706,2591
MacArthur,Alameda,MCAR,2021-09-10,2679,2472
MacArthur,Alameda,MCAR,2021-09-11,1490,1403
MacArthur,Alameda,MCAR,2021-09-12,1100,1153
MacArthur,Alameda,MCAR,2021-09-13,2306,2292
MacArthur,Alameda,MCAR,2021-09-14,2544,2520
MacArthur,Alameda,MCAR,2021-09-15,2673,2604
MacArthur,Alameda,MCAR,2021-09-16,2601,2580
MacArthur,Alameda,MCAR,2021-09-17,2784,2679
MacArthur,Alameda,MCAR,2021-09-18,1830,1862
MacArthur,Alameda,MCAR,2021-09-19,1270,1538
MacArthur,Alameda,MCAR,2021-09-20,2459,2394
MacArthur,Alameda,MCAR,2021-09-21,2654,2595
MacArthur,Alameda,MCAR,2021-09-22,2672,2631
MacArthur,Alameda,MCAR,2021-09-23,2709,2638
MacArthur,Alameda,MCAR,2021-09-24,2897,2754
MacArthur,Alameda,MCAR,2021-09-25,1690,1673
MacArthur,Alameda,MCAR,2021-09-26,1289,1281
MacArthur,Alameda,MCAR,2021-09-27,2428,2489
MacArthur,Alameda,MCAR,2021-09-28,2604,2579
MacArthur,Alameda,MCAR,2021-09-29,2738,2704
MacArthur,Alameda,MCAR,2021-09-30,2831,2729
MacArthur,Alameda,MCAR,2021-10-01,2834,2763
MacArthur,Alameda,MCAR,2021-10-02,1816,1743
MacArthur,Alameda,MCAR,2021-10-03,1174,1112
MacArthur,Alameda,MCAR,2021-10-04,2361,2401
MacArthur,Alameda,MCAR,2021-10-05,2614,2572
MacArthur,Alameda,MCAR,2021-10-06,2642,2601
MacArthur,Alameda,MCAR,2021-10-07,2720,2629
MacArthur,Alameda,MCAR,2021-10-08,2795,2789
MacArthur,Alameda,MCAR,2021-10-09,1923,1733
MacArthur,Alameda,MCAR,2021-10-10,1266,1247
MacArthur,Alameda,MCAR,2021-10-11,1949,2054
MacArthur,Alameda,MCAR,2021-10-12,2597,2583
MacArthur,Alameda,MCAR,2021-10-13,2614,2552
MacArthur,Alameda,MCAR,2021-10-14,2757,2743
MacArthur,Alameda,MCAR,2021-10-15,2821,2629
MacArthur,Alameda,MCAR,2021-10-16,1923,1738
MacArthur,Alameda,MCAR,2021-10-17,1212,1101
MacArthur,Alameda,MCAR,2021-10-18,2484,2222
MacArthur,Alameda,MCAR,2021-10-19,2606,2606
MacArthur,Alameda,MCAR,2021-10-20,2703,2570
MacArthur,Alameda,MCAR,2021-10-21,2611,2626
MacArthur,Alameda,MCAR,2021-10-22,2670,2528
MacArthur,Alameda,MCAR,2021-10-23,1626,1523
MacArthur,Alameda,MCAR,2021-10-24,660,711
MacArthur,Alameda,MCAR,2021-10-25,2309,2309
MacArthur,Alameda,MCAR,2021-10-26,2667,2636
MacArthur,Alameda,MCAR,2021-10-27,2874,2812
MacArthur,Alameda,MCAR,2021-10-28,3047,2854
MacArthur,Alameda,MCAR,2021-10-29,3045,2840
MacArthur,Alameda,MCAR,2021-10-30,1739,1576
MacArthur,Alameda,MCAR,2021-10-31,1274,1242
MacArthur,Alameda,MCAR,2021-11-01,2374,2404
MacArthur,Alameda,MCAR,2021-11-02,2763,2653
MacArthur,Alameda,MCAR,2021-11-03,2911,2837
MacArthur,Alameda,MCAR,2021-11-04,2974,2806
MacArthur,Alameda,MCAR,2021-11-05,2936,2902
MacArthur,Alameda,MCAR,2021-11-06,1718,1573
MacArthur,Alameda,MCAR,2021-11-07,1157,1281
MacArthur,Alameda,MCAR,2021-11-08,2548,2596
MacArthur,Alameda,MCAR,2021-11-09,2671,2546
MacArthur,Alameda,MCAR,2021-11-10,3038,2912
MacArthur,Alameda,MCAR,2021-11-11,2541,2459
MacArthur,Alameda,MCAR,2021-11-12,2935,2809
MacArthur,Alameda,MCAR,2021-11-13,1806,1707
MacArthur,Alameda,MCAR,2021-11-14,1131,1129
MacArthur,Alameda,MCAR,2021-11-15,2548,2530
MacArthur,Alameda,MCAR,2021-11-16,2813,2756
MacArthur,Alameda,MCAR,2021-11-17,2992,2837
MacArthur,Alameda,MCAR,2021-11-18,2950,2830
MacArthur,Alameda,MCAR,2021-11-19,2854,2614
MacArthur,Alameda,MCAR,2021-11-20,1656,1517
MacArthur,Alameda,MCAR,2021-11-21,1185,1139
MacArthur,Alameda,MCAR,2021-11-22,2220,2243
MacArthur,Alameda,MCAR,2021-11-23,2547,2489
MacArthur,Alameda,MCAR,2021-11-24,2262,2096
MacArthur,Alameda,MCAR,2021-11-25,713,717
MacArthur,Alameda,MCAR,2021-11-26,1463,1328
MacArthur,Alameda,MCAR,2021-11-27,1329,1375
MacArthur,Alameda,MCAR,2021-11-28,922,1020
MacArthur,Alameda,MCAR,2021-11-29,2472,2473
MacArthur,Alameda,MCAR,2021-11-30,2805,2752
MacArthur,Alameda,MCAR,2021-12-01,2901,2823
MacArthur,Alameda,MCAR,2021-12-02,2977,2885
MacArthur,Alameda,MCAR,2021-12-03,3036,2849
MacArthur,Alameda,MCAR,2021-12-04,1755,1661
MacArthur,Alameda,MCAR,2021-12-05,1106,1070
MacArthur,Alameda,MCAR,2021-12-06,2579,2546
MacArthur,Alameda,MCAR,2021-12-07,2948,2861
MacArthur,Alameda,MCAR,2021-12-08,3073,2977
MacArthur,Alameda,MCAR,2021-12-09,3164,2926
MacArthur,Alameda,MCAR,2021-12-10,3276,2831
MacArthur,Alameda,MCAR,2021-12-11,1903,1915
MacArthur,Alameda,MCAR,2021-12-12,850,955
MacArthur,Alameda,MCAR,2021-12-13,2218,2129
MacArthur,Alameda,MCAR,2021-12-14,2775,2776
MacArthur,Alameda,MCAR,2021-12-15,2783,2699
MacArthur,Alameda,MCAR,2021-12-16,3011,2837
MacArthur,Alameda,MCAR,2021-12-17,2931,2731
MacArthur,Alameda,MCAR,2021-12-18,1764,1623
MacArthur,Alameda,MCAR,2021-12-19,1076,1023
MacArthur,Alameda,MCAR,2021-12-20,2231,2173
MacArthur,Alameda,MCAR,2021-12-21,2173,2126
MacArthur,Alameda,MCAR,2021-12-22,1947,1892
MacArthur,Alameda,MCAR,2021-12-23,1714,1628
MacArthur,Alameda,MCAR,2021-12-24,1051,965
MacArthur,Alameda,MCAR,2021-12-25,340,319
MacArthur,Alameda,MCAR,2021-12-26,609,717
MacArthur,Alameda,MCAR,2021-12-27,1394,1435
MacArthur,Alameda,MCAR,2021-12-28,1611,1674
MacArthur,Alameda,MCAR,2021-12-29,1482,1494
MacArthur,Alameda,MCAR,2021-12-30,1685,1708
MacArthur,Alameda,MCAR,2021-12-31,1202,1224
MacArthur,Alameda,MCAR,2022-01-01,690,773
MacArthur,Alameda,MCAR,2022-01-02,729,751
MacArthur,Alameda,MCAR,2022-01-03,1788,1808
MacArthur,Alameda,MCAR,2022-01-04,2007,1906
MacArthur,Alameda,MCAR,2022-01-05,2046,2014
MacArthur,Alameda,MCAR,2022-01-06,2026,1943
MacArthur,Alameda,MCAR,2022-01-07,1889,1859
MacArthur,Alameda,MCAR,2022-01-08,1113,1118
MacArthur,Alameda,MCAR,2022-01-09,850,821
MacArthur,Alameda,MCAR,2022-01-10,1920,1893
MacArthur,Alameda,MCAR,2022-01-11,2109,2020
MacArthur,Alameda,MCAR,2022-01-12,2096,1972
MacArthur,Alameda,MCAR,2022-01-13,1999,2018
MacArthur,Alameda,MCAR,2022-01-14,2097,1938
MacArthur,Alameda,MCAR,2022-01-15,1211,1267
MacArthur,Alameda,MCAR,2022-01-16,909,887
MacArthur,Alameda,MCAR,2022-01-17,1156,1153
MacArthur,Alameda,MCAR,2022-01-18,2157,2086
MacArthur,Alameda,MCAR,2022-01-19,2206,2044
MacArthur,Alameda,MCAR,2022-01-20,2190,2075
MacArthur,Alameda,MCAR,2022-01-21,2244,2176
MacArthur,Alameda,MCAR,2022-01-22,1321,1192
MacArthur,Alameda,MCAR,2022-01-23,898,908
MacArthur,Alameda,MCAR,2022-01-24,2066,2034
MacArthur,Alameda,MCAR,2022-01-25,2241,2145
MacArthur,Alameda,MCAR,2022-01-26,2356,2289
MacArthur,Alameda,MCAR,2022-01-27,2403,2293
MacArthur,Alameda,MCAR,2022-01-28,2271,2092
MacArthur,Alameda,MCAR,2022-01-29,1434,1365
MacArthur,Alameda,MCAR,2022-01-30,923,956
MacArthur,Alameda,MCAR,2022-01-31,2114,2038
MacArthur,Alameda,MCAR,2022-02-01,2394,2342
MacArthur,Alameda,MCAR,2022-02-02,2532,2421
MacArthur,Alameda,MCAR,2022-02-03,2540,2472
MacArthur,Alameda,MCAR,2022-02-04,2587,2494
MacArthur,Alameda,MCAR,2022-02-05,1499,1385
MacArthur,Alameda,MCAR,2022-02-06,996,986
MacArthur,Alameda,MCAR,2022-02-07,2329,2253
MacArthur,Alameda,MCAR,2022-02-08,2545,2500
MacArthur,Alameda,MCAR,2022-02-09,2563,2520
MacArthur,Alameda,MCAR,2022-02-10,2729,2570
MacArthur,Alameda,MCAR,2022-02-11,2732,2592
MacArthur,Alameda,MCAR,2022-02-12,1638,1517
MacArthur,Alameda,MCAR,2022-02-13,1039,1040
MacArthur,Alameda,MCAR,2022-02-14,2396,2315
MacArthur,Alameda,MCAR,2022-02-15,2652,2543
MacArthur,Alameda,MCAR,2022-02-16,2752,2591
MacArthur,Alameda,MCAR,2022-02-17,2811,2602
MacArthur,Alameda,MCAR,2022-02-18,2739,2716
MacArthur,Alameda,MCAR,2022-02-19,1837,1784
MacArthur,Alameda,MCAR,2022-02-20,1124,1165
MacArthur,Alameda,MCAR,2022-02-21,1272,1386
MacArthur,Alameda,MCAR,2022-02-22,2552,2514
MacArthur,Alameda,MCAR,2022-02-23,2703,2620
MacArthur,Alameda,MCAR,2022-02-24,2693,2641
MacArthur,Alameda,MCAR,2022-02-25,2767,2594
MacArthur,Alameda,MCAR,2022-02-26,1510,1455
MacArthur,Alameda,MCAR,2022-02-27,1278,1334
MacArthur,Alameda,MCAR,2022-02-28,2521,2456
MacArthur,Alameda,MCAR,2022-03-01,2828,2703
MacArthur,Alameda,MCAR,2022-03-02,2985,2939
MacArthur,Alameda,MCAR,2022-03-03,2894,2738
MacArthur,Alameda,MCAR,2022-03-04,2870,2833
MacArthur,Alameda,MCAR,2022-03-05,1659,1679
MacArthur,Alameda,MCAR,2022-03-06,1215,1140
MacArthur,Alameda,MCAR,2022-03-07,2689,2598
MacArthur,Alameda,MCAR,2022-03-08,3018,2932
MacArthur,Alameda,MCAR,2022-03-09,3109,2931
MacArthur,Alameda,MCAR,2022-03-10,3160,2998
MacArthur,Alameda,MCAR,2022-03-11,3076,2899
MacArthur,Alameda,MCAR,2022-03-12,1979,1878
MacArthur,Alameda,MCAR,2022-03-13,1094,1138
MacArthur,Alameda,MCAR,2022-03-14,2830,2718
