station_nm,station_cnty,station_abbr,date,cnt_entries,cnt_exits
Concord,Contra Costa,CONC,2022-04-11,1857,1884
Concord,Contra Costa,CONC,2022-04-12,2153,2171
Concord,Contra Costa,CONC,2022-04-13,2256,2293
Concord,Contra Costa,CONC,2022-04-14,2117,2112
Concord,Contra Costa,CONC,2022-04-15,1716,1807
Concord,Contra Costa,CONC,2022-04-16,1040,1067
Concord,Contra Costa,CONC,2022-04-17,720,720
Concord,Contra Costa,CONC,2022-04-18,1999,1900
Concord,Contra Costa,CONC,2022-04-19,2153,2123
Concord,Contra Costa,CONC,2022-04-20,2266,2232
Concord,Contra Costa,CONC,2022-04-21,2118,2079
Concord,Contra Costa,CONC,2022-04-22,1866,1886
Concord,Contra Costa,CONC,2022-04-23,999,978
Concord,Contra Costa,CONC,2022-04-24,736,755
Concord,Contra Costa,CONC,2022-04-25,1908,1932
Concord,Contra Costa,CONC,2022-04-26,2384,2294
Concord,Contra Costa,CONC,2022-04-27,2418,2386
Concord,Contra Costa,CONC,2022-04-28,2219,2185
Concord,Contra Costa,CONC,2022-04-29,1980,1965
Concord,Contra Costa,CONC,2022-04-30,1104,1126
Concord,Contra Costa,CONC,2022-05-01,824,849
Concord,Contra Costa,CONC,2022-05-02,1916,1971
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-01-01,883,1646
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-01-02,6453,6425
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-01-03,7050,6868
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-01-04,6308,6132
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-01-05,1241,1293
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-01-06,902,961
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-01-07,7739,7494
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-01-08,8341,8174
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-01-09,8070,8025
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-01-10,8218,8021
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-01-11,7158,6970
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-01-12,1740,1653
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-01-13,1039,1108
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-01-14,8023,7900
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-01-15,8211,8069
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-01-16,7997,8243
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-01-17,7726,7563
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-01-18,6956,6713
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-01-19,1940,2004
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-01-20,1040,1142
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-01-21,2424,2404
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-01-22,8205,8077
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-01-23,8261,8108
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-01-24,8346,8095
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-01-25,7154,7033
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-01-26,1991,1831
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-01-27,1274,1409
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-01-28,8159,7992
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-01-29,8606,8340
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-01-30,8198,8013
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-01-31,8412,8163
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-02-01,6929,6795
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-02-02,1611,1561
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-02-03,1044,1154
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-02-04,7698,7545
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-02-05,8283,8091
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-02-06,8163,7928
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-02-07,8214,8069
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-02-08,6983,6803
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-02-09,1597,1581
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-02-10,1083,1171
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-02-11,8057,7794
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-02-12,8334,8236
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-02-13,7772,7670
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-02-14,7962,7714
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-02-15,6390,6331
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-02-16,1637,1495
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-02-17,1192,1225
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-02-18,2262,2316
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-02-19,8300,8190
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-02-20,8104,8001
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-02-21,8235,8064
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-02-22,6953,6813
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-02-23,2142,1960
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-02-24,1152,1315
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-02-25,7799,7767
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-02-26,7995,7831
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-02-27,7996,7790
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-02-28,8260,8274
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-03-01,6914,6756
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-03-02,1595,1574
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-03-03,1118,1320
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-03-04,7921,7951
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-03-05,8306,8249
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-03-06,8223,8040
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-03-07,8223,8067
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-03-08,7271,7050
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-03-09,1084,1224
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-03-10,1163,1253
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-03-11,7670,7661
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-03-12,8232,8114
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-03-13,8090,7962
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-03-14,8100,7911
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-03-15,6964,6725
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-03-16,2128,2026
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-03-17,1285,1331
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-03-18,8013,7940
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-03-19,8249,8090
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-03-20,8098,7854
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-03-21,8256,8004
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-03-22,6832,6694
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-03-23,1787,1749
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-03-24,1337,1475
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-03-25,7734,7587
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-03-26,8181,8137
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-03-27,7965,7864
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-03-28,8082,7870
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-03-29,6846,6604
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-03-30,1813,1726
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-03-31,1290,1405
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-04-01,7218,7067
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-04-02,7832,7597
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-04-03,7745,7629
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-04-04,7773,7619
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-04-05,6779,6678
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-04-06,1810,1750
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-04-07,1335,1453
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-04-08,7990,7877
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-04-09,8343,8266
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-04-10,8327,8223
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-04-11,8295,8065
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-04-12,7044,6718
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-04-13,2140,2063
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-04-14,1305,1438
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-04-15,7891,7707
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-04-16,8382,8224
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-04-17,8308,8201
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-04-18,8277,8105
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-04-19,6508,6310
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-04-20,2013,2031
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-04-21,1096,1272
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-04-22,7694,7550
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-04-23,8291,8131
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-04-24,8362,8265
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-04-25,8279,8077
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-04-26,7052,6812
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-04-27,2515,2629
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-04-28,1812,2034
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-04-29,8106,7991
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-04-30,8323,8294
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-05-01,8280,8076
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-05-02,8222,8103
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-05-03,6899,6843
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-05-04,1942,1864
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-05-05,1288,1311
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-05-06,7783,7716
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-05-07,8262,8129
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-05-08,8130,7977
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-05-09,8182,8086
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-05-10,7052,6729
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-05-11,2707,2574
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-05-12,1917,2077
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-05-13,7887,7751
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-05-14,8331,8133
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-05-15,7957,7876
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-05-16,7962,7764
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-05-17,6929,6696
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-05-18,1793,1719
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-05-19,1301,1373
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-05-20,7880,7766
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-05-21,8266,8128
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-05-22,8126,7984
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-05-23,8141,8030
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-05-24,6400,6258
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-05-25,2785,2608
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-05-26,2007,2107
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-05-27,1666,1825
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-05-28,8133,8082
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-05-29,8403,8213
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-05-30,8186,8071
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-05-31,7055,6844
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-06-01,1947,1855
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-06-02,1329,1388
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-06-03,7903,7739
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-06-04,8149,8138
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-06-05,8005,7917
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-06-06,7984,7699
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-06-07,6879,6606
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-06-08,2695,2639
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-06-09,2152,2167
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-06-10,7689,7500
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-06-11,8013,7950
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-06-12,7883,7775
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-06-13,7873,7825
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-06-14,6631,6393
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-06-15,2141,2108
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-06-16,1560,1570
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-06-17,7630,7657
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-06-18,8190,8099
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-06-19,7930,7926
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-06-20,8001,7868
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-06-21,6860,6560
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-06-22,2193,2156
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-06-23,1331,1493
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-06-24,7824,7739
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-06-25,8292,8270
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-06-26,8183,8144
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-06-27,8022,7814
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-06-28,6902,6677
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-06-29,2430,2176
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-06-30,2812,2702
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-07-01,7437,7485
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-07-02,7571,7317
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-07-03,6711,6616
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-07-04,1470,1424
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-07-05,3422,3424
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-07-06,1662,1554
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-07-07,1288,1347
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-07-08,7652,7613
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-07-09,8109,8108
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-07-10,8004,7938
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-07-11,8037,7881
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-07-12,6796,6628
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-07-13,1858,1848
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-07-14,1312,1423
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-07-15,7806,7676
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-07-16,8216,8130
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-07-17,8062,7928
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-07-18,8006,7848
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-07-19,6750,6593
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-07-20,2050,1852
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-07-21,1294,1448
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-07-22,7865,7852
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-07-23,8190,8157
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-07-24,8358,8316
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-07-25,8011,7935
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-07-26,6810,6564
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-07-27,1936,1943
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-07-28,1332,1436
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-07-29,7587,7688
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-07-30,8068,8029
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-07-31,8001,7888
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-08-01,7982,7827
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-08-02,6603,6468
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-08-03,1780,1744
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-08-04,1268,1336
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-08-05,7756,7641
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-08-06,8033,7966
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-08-07,7848,7844
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-08-08,7991,7900
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-08-09,6867,6555
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-08-10,2323,2164
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-08-11,1552,1676
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-08-12,7534,7585
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-08-13,8206,8176
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-08-14,8105,8009
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-08-15,7922,7730
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-08-16,6910,6645
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-08-17,819,787
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-08-18,548,565
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-08-19,7575,7553
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-08-20,8262,8221
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-08-21,8051,8018
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-08-22,8214,8066
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-08-23,6685,6706
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-08-24,1541,1519
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-08-25,1219,1348
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-08-26,7984,8026
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-08-27,8383,8247
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-08-28,8064,7897
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-08-29,8112,7887
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-08-30,6373,6254
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-08-31,813,755
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-09-01,635,610
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-09-02,537,559
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-09-03,7934,7840
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-09-04,8237,8031
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-09-05,8526,8192
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-09-06,7222,6893
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-09-07,1504,1558
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-09-08,1214,1287
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-09-09,8241,8119
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-09-10,8519,8301
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-09-11,8346,8201
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-09-12,8281,8082
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-09-13,7090,6812
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-09-14,1414,1539
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-09-15,1151,1158
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-09-16,7950,7872
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-09-17,8335,8251
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-09-18,8242,8161
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-09-19,8171,7773
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-09-20,7021,6823
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-09-21,2042,1962
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-09-22,1361,1518
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-09-23,7879,7857
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-09-24,8442,8172
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-09-25,8227,8142
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-09-26,8202,8033
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-09-27,7201,6984
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-09-28,1076,958
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-09-29,699,740
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-09-30,7868,7885
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-10-01,8291,8233
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-10-02,8560,8344
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-10-03,8200,8125
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-10-04,7038,6856
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-10-05,1632,1657
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-10-06,1125,1261
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-10-07,8000,8065
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-10-08,8426,8252
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-10-09,7782,7580
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-10-10,8051,7968
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-10-11,6883,6764
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-10-12,2177,2139
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-10-13,1543,1643
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-10-14,6746,6723
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-10-15,8193,8272
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-10-16,8008,7891
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-10-17,8708,8435
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-10-18,7053,6980
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-10-19,1523,1460
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-10-20,1104,1300
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-10-21,7900,7833
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-10-22,8164,7751
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-10-23,8060,7937
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-10-24,8258,8043
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-10-25,6825,6643
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-10-26,890,811
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-10-27,487,558
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-10-28,7202,7188
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-10-29,8107,8107
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-10-30,8046,8011
Pleasant Hill/Contra Costa Centre,Contra Costa,PHIL,2019-10-31,7459,7340
